Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1785397954,120,,Aggregated,572.800000,243.500000,81,98,120,150,310,490,800,1300,3400,3700,4100,11579,3545,81,159.30511473312455,51.69592200036277,4053.5133570010657,4659.906382243717
1785397955,120,,Aggregated,572.800000,243.500000,81,98,120,150,310,490,800,1300,3400,3700,4100,11579,3545,81,159.30511473312455,51.69592200036277,4053.5133570010657,4659.906382243717
1785397956,120,,Aggregated,572.800000,243.500000,81,98,120,150,310,490,800,1300,3400,3700,4100,11579,3545,81,159.30511473312455,51.69592200036277,4053.5133570010657,4659.906382243717
1785397957,120,,Aggregated,588.200000,261.700000,82,100,120,150,280,460,750,1300,3400,3700,4100,13228,4209,82,153.5487798196117,51.69592200036277,4053.5133570010657,4561.252872694285
1785397958,120,,Aggregated,588.200000,261.700000,82,100,120,150,280,460,750,1300,3400,3700,4100,13228,4209,82,153.5487798196117,51.69592200036277,4053.5133570010657,4561.252872694285
1785397959,120,,Aggregated,588.200000,261.700000,82,100,120,150,280,460,750,1300,3400,3700,4100,13228,4209,82,153.5487798196117,51.69592200036277,4053.5133570010657,4561.252872694285
1785397960,120,,Aggregated,563.100000,246.500000,82,100,130,160,290,450,720,1300,3400,3700,4100,14640,4654,82,152.5222767937019,51.69592200036277,4053.5133570010657,4542.643989071038
1785397961,120,,Aggregated,563.100000,246.500000,82,100,130,160,290,450,720,1300,3400,3700,4100,14640,4654,82,152.5222767937019,51.69592200036277,4053.5133570010657,4542.643989071038
1785397962,120,,Aggregated,563.100000,246.500000,82,100,130,160,290,450,720,1300,3400,3700,4100,14640,4654,82,152.5222767937019,51.69592200036277,4053.5133570010657,4542.643989071038
1785397963,120,,Aggregated,533.800000,213.200000,81,100,120,150,280,430,680,1100,3400,3700,4100,16279,5331,81,148.07533332070594,51.69592200036277,4053.5133570010657,4465.052828797838
1785397964,120,,Aggregated,533.800000,213.200000,81,100,120,150,280,430,680,1100,3400,3700,4100,16279,5331,81,148.07533332070594,51.69592200036277,4053.5133570010657,4465.052828797838
1785397965,120,,Aggregated,533.800000,213.200000,81,100,120,150,280,430,680,1100,3400,3700,4100,16279,5331,81,148.07533332070594,51.69592200036277,4053.5133570010657,4465.052828797838
1785397966,120,,Aggregated,531.000000,207.000000,79,96,120,140,260,410,650,960,3400,3700,4100,18168,6229,79,141.26939618322214,51.69592200036277,4053.5133570010657,4355.7169749009245
1785397967,120,,Aggregated,531.000000,207.000000,79,96,120,140,260,410,650,960,3400,3700,4100,18168,6229,79,141.26939618322214,51.69592200036277,4053.5133570010657,4355.7169749009245
1785397968,120,,Aggregated,531.000000,207.000000,79,96,120,140,260,410,650,960,3400,3700,4100,18168,6229,79,141.26939618322214,51.69592200036277,4053.5133570010657,4355.7169749009245
1785397969,120,,Aggregated,557.200000,232.900000,78,93,110,130,240,390,620,890,3400,3500,4100,20091,7179,78,135.12377121361885,51.69592200036277,4053.5133570010657,4256.67388382858
1785397970,120,,Aggregated,557.200000,232.900000,78,93,110,130,240,390,620,890,3400,3500,4100,20091,7179,78,135.12377121361885,51.69592200036277,4053.5133570010657,4256.67388382858
1785397971,120,,Aggregated,557.200000,232.900000,78,93,110,130,240,390,620,890,3400,3500,4100,20091,7179,78,135.12377121361885,51.69592200036277,4053.5133570010657,4256.67388382858
1785397972,120,,Aggregated,608.700000,284.200000,77,90,110,120,230,370,590,820,3400,3500,4100,22012,8136,77,130.07085306981736,51.69592200036277,4053.5133570010657,4171.161184808287
1785397973,120,,Aggregated,608.700000,284.200000,77,90,110,120,230,370,590,820,3400,3500,4100,22012,8136,77,130.07085306981736,51.69592200036277,4053.5133570010657,4171.161184808287
1785397974,120,,Aggregated,608.700000,284.200000,77,90,110,120,230,370,590,820,3400,3500,4100,22012,8136,77,130.07085306981736,51.69592200036277,4053.5133570010657,4171.161184808287
